HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN
2007-20,20071206,희망상회,식품등 수입판매업,서울특별시 노원구,Dimethylsulfone(MSM),관절 건강에 도움을 줄 수 있음(기타기능II),메틸설포닐메탄(Methylsulfonylmethane; MSM) 으로서 1500～2000mg/일,-
2024-14,20240523,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,경기도 과천시,파비플로라생강뿌리추출물,체지방 감소에 도움을 줄 수 있음,신청원료 “파비플로라추출물”로서 100 mg/일,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것"
2024-15,20240523,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,경기도 과천시,보스웰리아추출물,관절 및 연골 건강에 도움을 줄 수 있음,신청원료 “보스웰리아추출물(BOSMAX)”로서 500 mg/일,"영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것"
2010-61,20101216,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구,녹차추출물,체지방 감소에 도움을 줄 수 있음(기타기능 II),카테킨으로서 0.3～0.5 g/일,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음"
2013-21,20130710,(주)유유제약,수입식품등 수입ㆍ판매업,서울특별시 중구,키토산,"체지방 감소에 도움을 줄 수 있음
 (생리활성기능 2등급)",3.0 ∼ 4.5 g/일,1) 알레르기가 있는 사람은 섭취 시 주의
2013-33,20131122,동일티엔디(주),식품등 수입판매업,서울특별시 강북구,잔나비걸상버섯균사체,"혈당 조절에 도움을 줄 수 있음
 (생리활성기능 2등급)","1,500 mg/일",
2024-18,20240628,(주)바이텍 익산지점,건강기능식품전문제조업,전북특별자치도 익산시,팔밋올레산 함유 명태(알래스카폴락)유래 정제어유,피부 보습에 도움을 줄 수 있음/자외선에 의한 피부손상으로부터 피부건강을 유지해 줌,팔밋올레산 함유 알래스카폴락 정제어유(7-MEGATM) 1g/day,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것○ 신청원료와 같은 정제어유에 과민반응이 있는 분은 섭취에 주의할 것○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2024-20,20240826,(주)한국인삼공사,건강기능식품전문제조업,충청남도 부여군,홍삼,혈당 조절에 도움을 줄 수 있음,"진세노사이드 Rg1, Rb1 및 Rg3의 합계로서 22~80mg",
2014-36,20140811,(주)빅솔반월공장,수입식품등 수입ㆍ판매업,서울 동작구,오메가-3 지방산 함유 유지,"기억력 개선에 도움을 줄 수 있음
 (생리활성기능 2등급)",DHA와 EPA의 합으로서 0.9 ～ 2 g/일,「건강기능식품 기능성 원료 및 기준?규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임
2019-19,20190814,주식회사 아리너스,건강기능식품전문제조업,충청북도 제천시,댕댕이나무열매(허니베리)추출분말,비알콜성 간기능 손상으로부터 간보호,1960mg/day,
2015-23,20151104,주식회사 휴럼,건강기능식품전문제조업,충청북도 청주시 청원구,까마귀쪽나무 열매 주정추출물,관절건강에 도움을 줄 수 있음(생리활성기능 2등급),까마귀쪽나무 열매 주정 추출몰로서 200 mg/일,-
2014-1,20140107,(주)뉴메드,건강기능식품벤처제조업,서울특별시 동대문구,헛개나무과병추출분말,알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음(생리활성기능 2등급),"헛개나무과병추출물로서 2,460 mg/일","1) 임산부, 수유부 섭취에 주의"
2014-9,20140225,(주)메디뉴트라,수입식품등 수입ㆍ판매업,서울특별시 구로구,올리브잎주정추출물,,,
2017-6,20171229,(주)에이스바이옴,수입식품등 수입ㆍ판매업,서울특별시 강남구,Lactobacillus gasseri BNR17,,,
2023-41,20231229,(주)엘지생활건강,수입식품등 수입ㆍ판매업,서울특별시 종로구,발효굴추출물(FSO),근력 성장에 도움을 줄 수 있음,"캡슐 제형의 제품기준 1일 1,000mg 섭취",
2007-7,20070608,(주)주피터인터내셔널,건강기능식품수입업,서울특별시 서초구,KANEKA Q10,"“코엔자임Q10은 항산화에 도움을 줄 수 있습니다.”
 (기타Ⅱ등급)",.,
2009-31,20090408,(주)네츄럴라이프,건강기능식품수입업,경기도 안산시,쏘팔메토 (Saw Palmetto) 열매 추출물,“쏘팔메토 열매 추출물은 전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능II),쏘팔메토 열매 추출물로서 320mg,"1) 어린이, 임산부 및 수유여성은 섭취에 주의
2) 매쓰꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음"
2007-1,20070425,(주)디에스엠뉴트리션코리아,건강기능식품수입업,서울특별시 서초구,Free Lutein 복합물(Lutein 20% FS),루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.”(기타Ⅰ등급),Lutein으로써,"-임산부는 섭취 전 의사와 상담이 필요합니다.
 -과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다"
2007-2,20070425,(주)로하스피아,건강기능식품수입업,서울특별시 송파구,FloraGLO Lutein(20% liquid in safflower oil),"“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 
 유지시켜 주어 눈건강에 도움을 줍니다.”(기타Ⅰ등급)",Lutein으로써,"-임산부는 섭취 전 의사와 상담이 필요합니다.
-과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다."
2008-50,20081002,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구,토마토추출물,“항산화에 도움을 줄 수 있음” (기타기능 II),(all-trans)-lycopene 으로서 5.7~1.5mg/일,"1) 알레르기 체질이신 분은 개인에 따라 과민반응을 나타낼 수 있습니다.
2) 라이코펜이 함유된 식품을 과량 섭취 시 피부색이 오렌지색으로 변할 수 있습니다."
2008-78,20081208,(주)케이씨에프코리아,건강기능식품수입업,서울특별시 광진구,표고버섯균사체 AHCC,“면역기능 증진에 도움을 줄 수 있습니다” (기타기능II),표고버섯균사체 AHCC로서 1.85~3.6g/일,-
2024-17,20240628,주식회사 시나몬랩,수입식품등 수입ㆍ판매업,서울특별시 서초구,루바브뿌리추출물(ERr731Ⓡ),갱년기 여성 건강에 도움을 줄 수 있음,루바브뿌리추출물(ERr731Ⓡ)로서 4 mg/일,"1. 영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의. 2. 에스트로겐 호르몬에 민감한 사람은 섭취에 주의. 3. 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음. 4. 알레르기 체질이거나 특정 질환이 있는 사람은 섭취 전 전문가와 상담할 것. 5. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것."
2010-6,20100205,(주)부국유통,수입식품등 수입ㆍ판매업,서울특별시 강남구,카제인가수분해물,혈압이 높은 사람에게 도움을 줄 수 있습니다.(기타기능 II),VPP(Val-Pro-Pro) 및 IPP(Ile-Pro-Pro)의 합으로서 1.8 ~ 3.6 mg/day,-
2010-17,20100405,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2024-21,20240826,동아제약(주),수입식품등 수입ㆍ판매업,서울특별시 동대문구,황해쑥추출분말,위점막을 보호하여 위건강에 도움을 줄 수 있음,황해쑥추출분말로서 240 mg/일,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것 ○ 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 ○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 ○ 위염치료제 등 의약품을 복용하시는 분은 섭취 전 전문가와 상담할 것"
2011-34,20111104,주영엔에스(주),건강기능식품일반판매업,서울특별시 관악구,홍경천 추출물,“스트레스로 인한 피로개선에 도움을 줄 수 있음”(생리활성기능 2등급),홍경천추출물로서 200～600 mg,-
2011-42,20111228,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 송파구,콜레우스 포스콜리 추출물,체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),콜레우스 포스콜리 추출물로서 500 mg/일,"1) 임산부, 수유여성, 어린이는 섭취에 주의"
2024-19,20240703,(주)일원바이오,수입식품등 수입ㆍ판매업,전북특별자치도 익산시,천마추출물,인지기능 개선에 도움을 줌,500mg,첨부파일 참조
2024-24,20241014,코스맥스엔비티(주),건강기능식품전문제조업,경기도 이천시,배초향·고지베리·무화과복합추출물,"항당화를 통한 피부 건강 개선에 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음.",500mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취 주의"
2024-25,20241014,(주)엘지생활건강,수입식품등 수입ㆍ판매업,서울특별시 종로구,마리골드꽃추출물(지아잔틴함유),,,
2021-4,20210727,주식회사 현대바이오랜드 안산,건강기능식품전문제조업,경기도 안산시 단원구,발효율피추출분말,체지방 감소에 도움,발효율피추출분말로서 1 g/일,해당없음
2021-7,20210903,광동헬스바이오(주),건강기능식품전문제조업,충청북도 청주시 청원구,모로오렌지추출분말(Morosil®),체지방 감소에 도움을 줄 수 있음,400 mg/일,없음
2012-30,20121106,파인생명공학,수입식품등 수입ㆍ판매업,경기도 광주시,솔잎증류농축액,"건강한 혈당의 유지에 도움을 줄 수 있음
(생리활성기능2등급)","솔잎 증류 농축액으로서 1,350 mg/일","1) 기관지 천식, 해소 기침이나 기도에 심한 염증이 있는 사람은 섭취에 주의"
2012-33,20121205,(주)에치와이,수입식품등 수입ㆍ판매업,경기도 용인시 기흥구,아쉬아간다 추출물,스트레스로 인한 긴장 완화에 도움을 줄 수 있음 (생리활성기능 2등급),아쉬아간다 추출물로서 125∼180 mg/일,"1) 임산부, 수유부, 어린이는 섭취에 주의"
2014-51,20141008,(주)바이오믹스,건강기능식품벤처제조업,경기도 고양시 일산동구,구기자추출물,기억력 개선에 도움을 줄 수 있음(생리활성기능 2등급),"구기자추출물로서 1,425 mg","1) 영유아 및 임산부, 수유부는 의사와 상담 후 섭취"
2011-3,20110111,(주)현대바이오랜드 안산,건강기능식품전문제조업,경기도 화성시 만세구,당귀등추출복합물,노인의 기억력 개선에 도움을 줄 수 있음(생리활성기능 2등급),당귀등추출복합물로서 800mg/일,1) 항응고제와 병용 시 주의
2008-14,20080220,(주)서흥,건강기능식품전문제조업,충청북도 청주시 흥덕구,소나무껍질추출물등복합물,햇볕 또는 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음(기타기능II),"소나무껍질추출물등복합물로서 1,130mg","1) 임산부, 수유부 및 어린이는 섭취를 피해야 함
2) '달맞이꽃종자유'에 과민증이 있는 사람을 섭취를 삼가야 함
3) 과량 섭취시 위장자애 등의 부작용이 있을 수 있음
4) 기타 질병을 보유하고 있는 사람 및 수술 전후 환자는 섭취를 삼가야 하며 섭취 시 의사와 상담해야 함"
2019-23,20190916,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 송파구,피쉬 콜라겐펩타이드,피부보습에 도움을 줄 수 있음,"신청원료로서 3,270mg/일 (콜라겐펩타이드로서 3,000mg/일)",
2023-22,20230725,㈜네오크레마 익산공장,건강기능식품전문제조업,전북특별자치도 익산시,저분자유청단백가수분해물,근력 개선에 도움을 줄 수 있음,"저분자유청단백가수분해물로서 6,000 mg/일",우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의
2023-23,20230801,광동제약주식회사,건강기능식품전문제조업,경기도 평택시,참당귀·녹용·황기 복합추출물,피로 개선에 도움을 줄 수 있음,"녹용황기등 복합추출물로서 500~1,000 mg/일","영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의할 것"
2023-27,20230914,(주)비티씨 익산공장,건강기능식품전문제조업,전북특별자치도 익산시,새싹인삼추출분말,기억력 개선에 도움을 줄 수 있음,,
2008-15,20080313,(주)삼오제약,건강기능식품수입업,서울특별시 강남구,쏘팔메토 열매추출물,“쏘팔메토 열매추출물은 전립선 건강의 유지에 도움을 줄 수 있습니다.”,쏘팔메토 열매추출물로서 320mg,"1) 임산부, 수유여성은 섭취에 주의
2) 매스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음"
2007-14,20070913,동우약품(주),건강기능식품수입업,서울특별시 강남구,동우코엔자임Q10,"""코엔자임 Q10은 항산화에 도움을 줄 수 있습니다.” (기타기능Ⅱ)",.,
2007-17,20071018,(주)엠에스엠월드와이드,건강기능식품수입업,서울특별시 관악구,Methyl Slufonyl Methane(MSM),"""Dimethylsulfone(MSM)은 관절건강에 도움이 될 수 있습니다.” (기타기능II)",.,본 제품은 관절건강에 도움을 줄 수 있으나 치료의 목적으로 사용될 수 없습니다.
2004-1,20040702,원니스바이오,,서울특별시 강서구,,,,
2018-6,20180703,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,경기도 과천시,그린커피빈주정추출물,체지방 감소에 도움을 줄 수 있음,,
2007-10,20100423,씨제이웰케어,수입식품등 수입ㆍ판매업,서울특별시 중구,콩발효추출물,,,
2017-4,20170929,리즈 파마,수입식품등 수입ㆍ판매업,서울특별시 송파구,EPA 및 DHA 함유 유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,EPA와 DHA의 합으로서 0.6~2.24 g/일,-
2021-8,20210903,(주)네오크레마 익산공장,건강기능식품전문제조업,전북특별자치도 익산시,갈락토올리고당분말(네오고스-P70),자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음,"신청원료로써 2,000mg",
2020-6,20200522,(주)파미니티,건강기능식품벤처제조업,경기도 의왕시,MS-10 엉겅퀴등복합추출물,갱년기 여성 건강,300-500 mg/일,없음.
2019-1,20190208,(주)씨앤엘바이오,건강기능식품벤처제조업,전북특별자치도 임실군,옻나무 추출분말,갱년기 남성의 건강에 도움을 줄 수 있음,1 g,"영,유아, 임산부, 수유부는 섭취에 주의하시기 바랍니다. 옻나무 및 관련 식품에 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담바랍니다."
2009-45,20090429,케이에스텍,건강기능식품수입업,경기도 성남시 분당구,쏘팔메토 열매 추출물,“전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능II),쏘팔메토 열매 추출물로서 320mg,"1) 어린이, 임산부 및 수유여성은 섭취를 삼가
2) 메스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음"
2022-41,20221219,주식회사 프롬바이오 익산공장,건강기능식품전문제조업,전북특별자치도 익산시,크릴오일(FJH-KO),관절 및 연골 건강에 도움을 줄 수 있음,크릴오일(FJH-KO)로써 1.5 g,"18세 미만, 임산부 및 수유부는 섭취 시 전문의와 상담 필요, 항응고제 또는 항혈소판제와 섭취 시 주의"
2008-43,20080826,삼성물산(주),건강기능식품수입업,서울특별시 서초구,미쯔비시 코엔자임Q10,"""코엔자임 Q10은 혈압이 높은 사람에게 도움을 줄 수 있습니다."" (기타기능II)",90~100mg,"1) 영유아, 임산부는 섭취를 삼가야 합니다."
2010-3,20100201,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 청원구,루테인지아잔틴복합추출물20%,"노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줌
(기타 I등급)",루테인과 지아잔틴의 합으로서 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다."
2009-94,20091207,한정(주),건강기능식품수입업,경기도 남양주시,Ca-PGA,"“체내 칼슘흡수 촉진에 도움을 줌”
 (기타기능 II)",폴리감마글루탐산으로서 60~70 mg,-
2010-15,20100405,(주)렉스진바이오텍,건강기능식품수입업,충청북도 음성군,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"① 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2008-28,20080602,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구,대두이소플라본추출물,"“뼈 건강에 도움을 줄 수 있습니다."" (기타기능 II)",이소플라본 비배당체로서 25~27mg,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함."
2008-29,20080603,한국유니온제약(주),건강기능식품수입업,서울특별시 송파구,피토쏘야(Phyto soya),"“뼈 건강에 도움을 줄 수 있습니다."" (기타기능 II)",이소플라본 비배당체로서 25~26mg,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함."
2008-33,20080620,상현화학,건강기능식품수입업,서울특별시 강남구,Tonalin CLA TG,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다."
2010-68,20101231,주영엔에스(주),건강기능식품수입업,서울특별시 서초구,은행잎추출물,"성인의 기억력 개선에 도움을 줄 수 있음 (기타기능II)
혈행 개선에 도움을 줄 수 있음 (기타기능II)",은행잎 추출물로서 120 mg/일,"① 어린이, 임산부와 수유부는 섭취에 주의하시기 
   바랍니다.
② 수술 전후에는 섭취에 주의하시기 바랍니다. 
③ 항응고제 복용시 섭취에 주의하시기 바랍니다. 
④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기     바랍니다."
2011-12,20110408,(주)대덕약업,수입식품등 수입ㆍ판매업,경기도 수원시 영통구,곤약감자추출분말,피부보습에 도움을 줄 수 있음 (기타기능 II),glucosyl ceramide로서 1.2~1.8mg/일,1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다
2013-24,20130820,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 관악구,키토산,"체지방 감소에 도움을 줄 수 있음
 (생리활성기능 2등급)",3000 ∼ 4500 mg/일,1) 게 또는 새우에 알레르기가 있는 사람은 섭취에 주의 (게 또는 새우를 원재료로 사용한 경우에 한함)
2014-11,20140327,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 서초구,감마리놀렌산 함유 유지,"면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
 (생리활성기능 2등급)",160 ∼ 300 mg/일,"영 유아, 어린이는 섭취 전 의사와 상담하여야 함"
2006-1,20060213,(주)주피터인터내셔널,수입식품등 수입ㆍ판매업,서울특별시 서초구,피크노제놀-프랑스해안송껍질추출물,"""인체에 유해한 활성산소를 제거하는데 도움을 줄 수 있습니다."" “혈액의 흐름을 방해할 수 있는 혈소판응집을 억제하는데 도움을 줄 수 있습니다.”◆ 인체시험에서 “피크노제놀-프랑스해안송껍질추출물 <PYCNOGENOL>”의 항산화 기능과 혈소판응집 기능이 확인되었으나 자료의 수가 제한되어 있습니다. 따라서 “~도움을 줄 수 있다.”의 형식으로 표시하여야 합니다.",피크노제놀로서 60-300mg,"◆ 임산부와 12세 이하의 어린이는 섭취 전 의사와의 상담이 필요합니다.
◆ 수술 전후에는 섭취에 주의하시기 바랍니다."
2006-4,20060403,(주)레이델코리아,수입식품등 수입ㆍ판매업,서울특별시 서초구,폴리코사놀 - 사탕수수 왁스 알코올,"“폴리코사놀은 높은 혈중 콜레스테롤 수치의 개선에 도움이 됩니다.”
(충분한 인체시험에서 혈액 중의 총 콜레스테롤과 저밀도지단백(low density lipidprotein : LDL)수치를 감소시키고 고밀도지단백(High density lipidprotein : HDL) 수치를 증가시키는데 도움이 됨을 확인하였습니다)",policosanol,"- 일일 섭취량보다 과다하게 섭취하지 않도록 주의하시기 바랍니다.
- 콜레스테롤 함성에 영향을 줄 수 있으므로 임산부, 수유부, 영?유아, 어린이, 청소년은 섭취하지 않는 것이 좋습니다.
- 콜레스테롤 저하를 위한 의약품과 함께 섭취하지 않도록 하여야 합니다.
- 혈액응고를 저해할 수 있으므로 주의하여 사용하시기 바랍니다."
2006-5,20060403,(주)케이씨에프코리아,건강기능식품수입업,서울특별시 광진구,표고버섯균사체 AHCC,"“표고버섯균사체 AHCC는 신체방어능력 향상에 도움이 될 수 있으나 인체시험을 통한 확인이 필요합니다.”

(동물시험을 통하여 신체방어능력 향상에 도움이 됨을 확인하였으나 인체시험에서는 확인되지 않았으므로, 반드시 “--인체에서 확인이 필요합니다” 를 표기해야 합니다)",표고버섯균사체 AHCC,
2006-6,20060504,선경트레이딩(주),건강기능식품수입업,서울특별시 서초구,대두 포스파티딜세린(Leci-PS),"""노인의 인지능력 개선에 도움을 줄 수 있습니다."" 
◆ 인체시험에서 “대두 포스파티딜세린 (Leci-PS)”의 노인의 인지능력 개선 기능이 확인되었으나 자료의 수가 제한되어 있습니다. 따라서 “~도움을 줄 수 있다.”의 형식으로 표시하여야 합니다.",포스파티딜세린으로서,"◆ 임산부와 수유부는 섭취에 주의하시기 바랍니다.
◆ 과잉섭취 시 위장장애나 불면증을 유발할 수 있습니다."
2006-7,20060616,(주)주안상사,,서울특별시 동작구,로즈힙분말,"""로즈힙분말은 관절 및 연골 건강에 도움을 줄 수 있습니다."" 
■인체시험에서 “로즈힙분말”의 관절 및 연골 건강에 도움을 줄 수 있는 기능이 확인되었으나 자료의 수가 제한되어 있습니다. 따라서 “~도움을 줄 수 있다.”의 형식으로 표시하여야 합니다.",로즈힙분말로서,과잉섭취 시 설사를 유발할 수 있습니다.
2006-8,20060616,(주)케어메딕스,건강기능식품수입업,대전광역시 대덕구,Dimethylsulfone (MSM),"“Dimethylsulfone (MSM)은 관절건강에 도움이 될 수 있으나 인체시험을 통한 확인이 필요합니다.”

(동물시험을 통하여 관절건강에 도움이 될 수 있음이 확인되었으나 인체시험에서 확인이 필요함. 따라서, 반드시 “---는 도움을 줄 수 있으나 인체에서 확인이 필요합니다”라고 표기해야 함)",.,­본 제품은 관절건강에 도움을 줄 수 있으나 치료의 목적으로 사용될 수 없습니다.
2006-10,20060623,(주)바이오쎈,건강기능식품수입업,강원특별자치도 춘천시,구아바잎,"""식후 혈당조절에 도움을 줄 수 있습니다."" 
■소수의 인체시험에서 “구아바잎”의 식후 혈당조절에 도움을 줄 수 있는 기능을 확인하였습니다. 따라서 “~도움을 줄 수 있다.”의 형식으로 표시하여야 합니다",총 폴리페놀로서,구아바잎은 당뇨병의 치료 및 예방에 사용될 수 없으므로 당뇨병 치료가 필요한 경우에는 의사와 상담 하에 사용하여야 합니다.
2016-19,20160928,(주)성우인터켐,수입식품등 수입ㆍ판매업,서울특별시 구로구,EPA 및 DHA 함유유지,기억력 개선에 도움을 줄 수 있음,EPA와 DHA의 합으로서 0.9~2g/일,-
2019-9,20190515,(주)뉴트리,건강기능식품전문제조업,경기도 성남시 중원구,우뭇가사리추출물,체지방 감소에 도움을 줄 수 있습니다.,"신청원료로써 1,000 mg/g",
2024-13,20240502,(주)보인바이오컨버젼스,건강기능식품벤처제조업,서울특별시 동대문구,오미자·두충·구기자추출복합물,뼈건강에 도움을 줄 수 있음,253mg/일,"○ 정해진 용법, 용량에 맞게 복용할 것○ 영·유아, 어린이는 섭취를 피할 것 ○ 임산부, 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2024-8,20240419,크림슨파마,수입식품등 수입ㆍ판매업,서울특별시 송파구,영지버섯균사체추출분말,면역기능 증진에 도움을 줄 수 있음,영지버섯균사체추출분말(Immulink MBG®)로서 200 mg/일,"1. 영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의바랍니다.2. 특정질환(알레르기 체질 등)이 있는 분은 섭취 시 주의바랍니다.3. 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오."
2024-26,20241120,(주)마린바이오프로세스,건강기능식품전문제조업,부산광역시 기장군,유산균발효굴추출물(FGO),어린이키성장에 도움을 줄 수 있음,0.5g,
2024-34,20241220,주식회사 씨에이치랩스,수입식품등 수입ㆍ판매업,서울특별시 영등포구,저분자콜라겐펩타이드,자외선에의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음 / 피부 보습에 도움을 줄 수 있음,1500 ~3500 mg,임산부 및 수유부는 섭취에 주의한다. 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의한다.
2024-35,20241220,(주)에이치엔아이,수입식품등 수입ㆍ판매업,경기도 성남시 분당구,저분자콜라겐펩타이드,"자외선에의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음",1500 ~ 3500 mg,임산부 및 수유부는 섭취에 주의한다. 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의한다.
2024-27,20241120,(주)엘지생활건강,수입식품등 수입ㆍ판매업,서울특별시 종로구,유산균발효굴추출물(FGO),어린이 키성장에 도움을 줄 수 있음.,신청원료 굴발효추출물로서 500 mg/일,제출자료참고
2024-28,20241120,(주)서흥헬스케어,건강기능식품전문제조업,충청북도 청주시 청원구,참당귀황기추출복합물(SHPro®),전립선 건강 유지에 도움을 줄 수 있음,참당귀황기추출복합물(SHPro)으로서 600 mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의 / 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
